CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVER,MGRS_TILE,WRS_PATH,WRS_ROW,date,id,orbitProperties_pass,relativeOrbitNumber_start,season,sensor
,37.14,,144,52,2025-10-07,LC08_144052_20251007,,,kharif_2025,Landsat-8
,33.9,,144,52,2025-11-08,LC08_144052_20251108,,,kharif_2025,Landsat-8
,27.9,,145,51,2025-06-08,LC08_145051_20250608,,,kharif_2025,Landsat-8
,51.17,,145,51,2025-09-12,LC08_145051_20250912,,,kharif_2025,Landsat-8
,56.75,,145,51,2025-10-14,LC08_145051_20251014,,,kharif_2025,Landsat-8
,25.15,,145,51,2025-10-30,LC08_145051_20251030,,,kharif_2025,Landsat-8
,13.12,,145,51,2025-11-15,LC08_145051_20251115,,,kharif_2025,Landsat-8
,52.64,,145,52,2025-06-08,LC08_145052_20250608,,,kharif_2025,Landsat-8
,55.17,,145,52,2025-07-10,LC08_145052_20250710,,,kharif_2025,Landsat-8
,37.37,,145,52,2025-09-12,LC08_145052_20250912,,,kharif_2025,Landsat-8
,53.5,,145,52,2025-09-28,LC08_145052_20250928,,,kharif_2025,Landsat-8
,28.19,,145,52,2025-10-14,LC08_145052_20251014,,,kharif_2025,Landsat-8
,28.7,,145,52,2025-10-30,LC08_145052_20251030,,,kharif_2025,Landsat-8
,26.68,,145,52,2025-11-15,LC08_145052_20251115,,,kharif_2025,Landsat-8
,52.58,,144,51,2025-06-09,LC09_144051_20250609,,,kharif_2025,Landsat-9
,55.3,,144,51,2025-07-11,LC09_144051_20250711,,,kharif_2025,Landsat-9
,59.75,,144,51,2025-09-29,LC09_144051_20250929,,,kharif_2025,Landsat-9
,17.45,,144,51,2025-10-31,LC09_144051_20251031,,,kharif_2025,Landsat-9
,13.56,,144,51,2025-11-16,LC09_144051_20251116,,,kharif_2025,Landsat-9
,48.36,,144,52,2025-09-29,LC09_144052_20250929,,,kharif_2025,Landsat-9
,9.26,,144,52,2025-10-31,LC09_144052_20251031,,,kharif_2025,Landsat-9
,13.6,,144,52,2025-11-16,LC09_144052_20251116,,,kharif_2025,Landsat-9
,34.2,,145,51,2025-10-06,LC09_145051_20251006,,,kharif_2025,Landsat-9
,27.51,,145,51,2025-11-07,LC09_145051_20251107,,,kharif_2025,Landsat-9
,51.11,,145,52,2025-09-20,LC09_145052_20250920,,,kharif_2025,Landsat-9
,15.19,,145,52,2025-10-06,LC09_145052_20251006,,,kharif_2025,Landsat-9
,2.2,,145,52,2025-11-07,LC09_145052_20251107,,,kharif_2025,Landsat-9
,32.33,,145,52,2025-11-23,LC09_145052_20251123,,,kharif_2025,Landsat-9
