SoilCode,SoilCode_1,Horizon_Th,Min_Depth_,Max_Depth_,Sand_Perce,Silt_Perce,Clay_Perce,EC_dcpermi,Organic_Ca,Excha_Calc,Excha_Magn,Excha_Sodi,Excha_Pota,Cation_Exc,Base_Satur,Excha_So_1,Texture,pH,SoilCode_2,Groups,Sub_Groups,Family_Tex,Family_Min,Family_Tem,Orders,Sub_Orders,Sub_Soil_C,Surface_Te,Sub_Soil_G,Effervesce,Horizon,Soil_Depth,SoilCode_3,Soil_Serie,Shape_Leng,Shape_Area,area_km2
511,511,20.0,0.0,20.0,51.2,20.8,28.0,0.02,1.27,7.2,2.0,0.2,0.58,15.0,66.53,3.87,Sandy Clay Loam,6.0,511,Haplustepts,Oxyaquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/4, 2.5YR 4/6",Sandy Clay Loam,25-30,,A-Bwg-Cr,100-150(110),511,Marandhoda,840713.753465,97042409.9104,11.946660740214917
511,511,20.0,20.0,40.0,50.0,19.6,30.4,0.03,1.21,3.0,1.8,0.04,0.44,8.2,64.39,5.37,Sandy Clay Loam,5.65,511,Haplustepts,Oxyaquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/4, 2.5YR 4/6",Sandy Clay Loam,25-30,,A-Bwg-Cr,100-150(110),511,Marandhoda,840713.753465,97042409.9104,11.946660740214917
511,511,33.0,77.0,110.0,38.0,21.6,40.4,0.2,0.28,5.5,2.1,0.06,0.44,12.8,63.28,3.44,Sandy Clay,6.22,511,Haplustepts,Oxyaquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/4, 2.5YR 4/6",Sandy Clay Loam,25-30,,A-Bwg-Cr,100-150(110),511,Marandhoda,840713.753465,97042409.9104,11.946660740214917
511,511,37.0,40.0,77.0,42.8,20.2,37.0,0.05,0.48,4.4,2.0,0.06,0.28,10.8,62.41,2.59,Sandy Clay,6.11,511,Haplustepts,Oxyaquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/4, 2.5YR 4/6",Sandy Clay Loam,25-30,,A-Bwg-Cr,100-150(110),511,Marandhoda,840713.753465,97042409.9104,11.946660740214917
514,514,14.0,64.0,78.0,51.4,10.0,38.8,0.0,0.64,4.8,2.4,0.2,0.4,8.6,90.7,2.33,Clay Loam,5.9,514,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/3, 2.5YR 3/4",Sandy Clay Loam,,,Ap-Bt-cr,100-150(130),514,Masalabetta,94633.1904082,26905032.002,21.721741049398467
514,514,30.0,0.0,30.0,63.6,13.3,23.3,0.23,2.81,9.8,2.8,0.2,1.2,14.2,98.59,1.41,Sandy Clay Loam,5.6,514,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/3, 2.5YR 3/4",Sandy Clay Loam,,,Ap-Bt-cr,100-150(130),514,Masalabetta,94633.1904082,26905032.002,21.721741049398467
514,514,34.0,30.0,64.0,57.2,11.9,31.9,0.06,1.04,4.9,1.6,0.1,0.5,9.8,72.45,1.02,Sandy Clay Loam,5.8,514,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/3, 2.5YR 3/4",Sandy Clay Loam,,,Ap-Bt-cr,100-150(130),514,Masalabetta,94633.1904082,26905032.002,21.721741049398467
514,514,52.0,78.0,130.0,49.0,13.5,37.6,0.05,0.48,3.7,1.7,0.3,0.6,9.4,67.02,3.19,Clay Loam,5.8,514,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/3, 2.5YR 3/4",Sandy Clay Loam,,,Ap-Bt-cr,100-150(130),514,Masalabetta,94633.1904082,26905032.002,21.721741049398467
528,528,18.0,50.0,68.0,49.0,4.3,46.7,0.0,0.55,7.2,1.2,0.2,0.3,10.4,85.58,1.92,Clay,5.9,528,Argiustolls,Pachic Argiustolls,Fine,Mixed,Isohyperthermic,Mollisols,Ustolls,"7.5YR3/2, 5YR 4/4, 3/4",Sandy Loam,20-30,,A-R,100-150(110),528,Moorband,348442.624621,108739330.633,90.43142863372402
528,528,20.0,30.0,50.0,67.9,4.4,27.7,0.0,0.87,6.6,1.0,0.2,0.2,9.7,82.47,2.06,Sandy Clay Loam,6.0,528,Argiustolls,Pachic Argiustolls,Fine,Mixed,Isohyperthermic,Mollisols,Ustolls,"7.5YR3/2, 5YR 4/4, 3/4",Sandy Loam,20-30,,A-R,100-150(110),528,Moorband,348442.624621,108739330.633,90.43142863372402
528,528,21.0,9.0,30.0,76.3,7.1,16.6,0.09,1.64,8.7,1.2,0.1,0.2,10.7,95.33,0.93,Sandy Loam,6.2,528,Argiustolls,Pachic Argiustolls,Fine,Mixed,Isohyperthermic,Mollisols,Ustolls,"7.5YR3/2, 5YR 4/4, 3/4",Sandy Loam,20-30,,A-R,100-150(110),528,Moorband,348442.624621,108739330.633,90.43142863372402
528,528,42.0,68.0,110.0,55.9,4.3,39.9,0.04,0.42,6.0,1.8,0.1,0.3,9.8,83.67,1.02,Sandy Clay,5.8,528,Argiustolls,Pachic Argiustolls,Fine,Mixed,Isohyperthermic,Mollisols,Ustolls,"7.5YR3/2, 5YR 4/4, 3/4",Sandy Loam,20-30,,A-R,100-150(110),528,Moorband,348442.624621,108739330.633,90.43142863372402
572,572,14.0,16.0,30.0,23.08,16.25,58.0,0.12,0.44,26.88,8.9,0.31,0.25,35.66,101.91,0.87,Clay,8.55,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,564.9783072557477
572,572,16.0,0.0,16.0,40.59,12.0,46.5,0.38,0.57,21.6,3.96,0.29,0.12,22.95,113.16,1.26,Clay,8.13,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,564.9783072557477
572,572,24.0,66.0,90.0,43.5,10.5,44.75,0.72,0.31,20.4,6.48,1.12,0.28,27.0,104.74,4.15,Clay,9.43,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,564.9783072557477
572,572,36.0,30.0,66.0,46.22,9.0,44.5,0.63,0.37,26.28,4.76,1.25,0.54,25.65,127.99,4.87,Clay,9.64,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,564.9783072557477
613,613,13.0,0.0,13.0,84.7,2.0,13.3,0.0,0.17,5.68,1.45,0.06,0.1,7.5,97.2,0.8,Sandy Loam,4.8,613,Rhodustalfs,Typic Rhodustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Sandy Loam,35-50,,A-Bt-Cr,75-100(92),613,Rayalpadu,2972754.08656,744918105.618,162.10100901788852
613,613,18.0,42.0,60.0,51.1,6.1,42.8,0.0,0.33,10.2,2.97,0.17,0.15,14.7,91.77,1.16,Clay,5.5,613,Rhodustalfs,Typic Rhodustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Sandy Loam,35-50,,A-Bt-Cr,75-100(92),613,Rayalpadu,2972754.08656,744918105.618,162.10100901788852
613,613,29.0,13.0,42.0,48.2,2.0,49.8,0.0,0.33,8.7,3.66,0.16,0.2,15.9,80.0,1.01,Clay,4.8,613,Rhodustalfs,Typic Rhodustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Sandy Loam,35-50,,A-Bt-Cr,75-100(92),613,Rayalpadu,2972754.08656,744918105.618,162.10100901788852
613,613,32.0,60.0,92.0,65.1,8.0,26.9,0.0,0.04,8.34,4.99,0.19,0.15,14.6,93.63,1.3,Sandy Clay Loam,5.8,613,Rhodustalfs,Typic Rhodustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Sandy Loam,35-50,,A-Bt-Cr,75-100(92),613,Rayalpadu,2972754.08656,744918105.618,162.10100901788852
62,62,20.0,0.0,20.0,66.85,5.5,26.5,0.05,0.51,8.0,3.5,0.47,0.06,15.5,77.61,3.03,Sandy Clay Loam,6.52,62,Rhodustalf,Typic Rhodustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Gravelly Sandy Clay Loam,20,,A-Bt-Cr,100- 150 (115),62,Bannihatti,2705428.99541,548768824.27,69.4549094708502
62,62,20.0,45.0,65.0,49.23,5.0,44.0,0.05,0.46,9.25,2.5,0.72,0.27,16.5,77.21,4.36,Sandy Clay,6.28,62,Rhodustalf,Typic Rhodustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Gravelly Sandy Clay Loam,20,,A-Bt-Cr,100- 150 (115),62,Bannihatti,2705428.99541,548768824.27,69.4549094708502
62,62,25.0,20.0,45.0,55.82,3.25,40.5,0.06,0.0,10.5,1.75,0.62,0.29,14.75,89.22,4.2,Sandy Clay,6.34,62,Rhodustalf,Typic Rhodustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Gravelly Sandy Clay Loam,20,,A-Bt-Cr,100- 150 (115),62,Bannihatti,2705428.99541,548768824.27,69.4549094708502
62,62,50.0,65.0,115.0,46.27,8.0,44.5,0.05,0.27,9.9,2.5,0.5,0.28,17.5,75.31,2.86,Sandy Clay,6.65,62,Rhodustalf,Typic Rhodustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Gravelly Sandy Clay Loam,20,,A-Bt-Cr,100- 150 (115),62,Bannihatti,2705428.99541,548768824.27,69.4549094708502
640,640,30.0,33.0,63.0,33.4,28.4,38.2,0.01,0.94,4.9,1.5,0.6,0.08,15.4,45.97,3.9,Clay Loam,5.4,640,Haplustolls,Typic Haplustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"10YR2/1,2/2 2.5YR 3/2, 3/6",Clay Loam,,,Ap-Bw-Cr,100-150(145),640,Shantigrama,1169850.01175,359843362.888,81.08778071459935
640,640,31.0,63.0,94.0,30.0,25.4,44.6,0.01,0.88,4.5,1.9,0.58,0.08,13.8,51.16,4.2,Clay Loam,5.6,640,Haplustolls,Typic Haplustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"10YR2/1,2/2 2.5YR 3/2, 3/6",Clay Loam,,,Ap-Bw-Cr,100-150(145),640,Shantigrama,1169850.01175,359843362.888,81.08778071459935
640,640,33.0,0.0,33.0,31.7,31.7,36.6,0.02,1.07,4.5,1.3,0.64,0.12,12.2,53.77,5.25,Clay Loam,5.9,640,Haplustolls,Typic Haplustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"10YR2/1,2/2 2.5YR 3/2, 3/6",Clay Loam,,,Ap-Bw-Cr,100-150(145),640,Shantigrama,1169850.01175,359843362.888,81.08778071459935
640,640,51.0,94.0,145.0,34.0,26.4,39.6,0.01,0.52,4.2,1.8,0.48,0.08,14.1,46.52,3.4,Clay Loam,5.62,640,Haplustolls,Typic Haplustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"10YR2/1,2/2 2.5YR 3/2, 3/6",Clay Loam,,,Ap-Bw-Cr,100-150(145),640,Shantigrama,1169850.01175,359843362.888,81.08778071459935
673,673,16.0,0.0,16.0,57.6,17.8,24.6,0.1,1.19,7.0,2.4,0.36,0.06,15.6,62.95,2.31,Sandy Clay Loam,6.3,673,Endoaquepts,Mollic Endoaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/1, 3/2",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(100),673,Somvarpet,1192605.66932,129268399.889,4.542181534017042
673,673,24.0,16.0,40.0,52.0,20.0,28.0,0.08,1.14,7.1,2.1,0.68,0.1,15.0,66.53,4.53,Sandy Clay Loam,6.78,673,Endoaquepts,Mollic Endoaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/1, 3/2",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(100),673,Somvarpet,1192605.66932,129268399.889,4.542181534017042
673,673,28.0,72.0,100.0,33.8,16.8,49.4,0.01,0.44,15.2,4.6,0.66,0.2,34.0,60.76,1.94,Clay,7.18,673,Endoaquepts,Mollic Endoaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/1, 3/2",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(100),673,Somvarpet,1192605.66932,129268399.889,4.542181534017042
673,673,32.0,40.0,72.0,32.2,16.2,51.6,0.04,0.46,14.9,4.5,0.66,0.08,33.2,60.66,1.99,Clay,6.43,673,Endoaquepts,Mollic Endoaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/1, 3/2",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(100),673,Somvarpet,1192605.66932,129268399.889,4.542181534017042
677,677,10.0,0.0,10.0,37.8,26.8,35.4,0.02,1.53,3.6,0.8,0.82,0.04,13.6,38.68,6.03,Clay Loam,5.02,677,Haplohumults,Ustic Haplohumults,Loamy Skeletal,Mixed,Isohyperthermic,Ultisols,Humults,7.5YR4/3,Clay Loam,40-70,,A-Cr,75-100(90),677,Subramanya,1466958.19475,395415864.041,30.507243343411783
677,677,20.0,70.0,90.0,43.8,16.4,39.8,0.01,0.81,2.3,0.1,0.78,0.02,9.2,34.78,8.48,Clay Loam,5.59,677,Haplohumults,Ustic Haplohumults,Loamy Skeletal,Mixed,Isohyperthermic,Ultisols,Humults,7.5YR4/3,Clay Loam,40-70,,A-Cr,75-100(90),677,Subramanya,1466958.19475,395415864.041,30.507243343411783
677,677,25.0,45.0,70.0,34.8,26.6,38.6,0.02,0.86,2.7,0.5,0.74,0.02,11.0,36.0,6.73,Clay Loam,5.29,677,Haplohumults,Ustic Haplohumults,Loamy Skeletal,Mixed,Isohyperthermic,Ultisols,Humults,7.5YR4/3,Clay Loam,40-70,,A-Cr,75-100(90),677,Subramanya,1466958.19475,395415864.041,30.507243343411783
677,677,35.0,10.0,45.0,34.4,27.2,38.4,0.02,1.41,3.1,0.1,0.78,0.02,11.0,36.36,7.09,Clay Loam,5.12,677,Haplohumults,Ustic Haplohumults,Loamy Skeletal,Mixed,Isohyperthermic,Ultisols,Humults,7.5YR4/3,Clay Loam,40-70,,A-Cr,75-100(90),677,Subramanya,1466958.19475,395415864.041,30.507243343411783
137,137,10.0,120.0,130.0,76.3,4.6,19.1,0.0,0.34,4.9,4.2,0.5,0.2,11.6,84.5,4.31,Sandy Clay Loam,6.6,137,Haplustepts,Fluventic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR3/2,4/3",Sand,,,Ap-A12-Bw1-Bw21-Bw22,100-150120),137,Cauvery,927324.858384,126706411.532,80.46454508749613
137,137,23.0,0.0,23.0,92.1,4.9,3.0,0.0,0.5,1.1,1.6,0.3,0.1,5.6,55.3,5.36,Sand,6.9,137,Haplustepts,Fluventic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR3/2,4/3",Sand,,,Ap-A12-Bw1-Bw21-Bw22,100-150120),137,Cauvery,927324.858384,126706411.532,80.46454508749613
137,137,24.0,48.0,72.0,80.8,4.1,15.1,0.0,0.46,4.1,3.2,0.4,0.1,13.8,56.5,2.9,Sandy Loam,6.9,137,Haplustepts,Fluventic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR3/2,4/3",Sand,,,Ap-A12-Bw1-Bw21-Bw22,100-150120),137,Cauvery,927324.858384,126706411.532,80.46454508749613
137,137,25.0,23.0,48.0,84.8,7.1,8.1,0.0,0.42,2.0,0.8,0.4,0.1,3.9,84.6,10.26,Loamy Sand,7.1,137,Haplustepts,Fluventic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR3/2,4/3",Sand,,,Ap-A12-Bw1-Bw21-Bw22,100-150120),137,Cauvery,927324.858384,126706411.532,80.46454508749613
137,137,48.0,72.0,120.0,72.3,7.9,19.8,0.0,0.36,5.8,4.3,0.5,0.1,12.7,84.2,3.94,Sandy Clay Loam,7.0,137,Haplustepts,Fluventic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR3/2,4/3",Sand,,,Ap-A12-Bw1-Bw21-Bw22,100-150120),137,Cauvery,927324.858384,126706411.532,80.46454508749613
252,252,10.0,0.0,10.0,78.0,4.0,18.0,0.5,0.65,2.5,2.2,0.02,0.6,6.2,85.81,0.32,Sandy Loam,5.4,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,64.73483497318993
252,252,19.0,34.0,53.0,61.0,6.0,33.0,0.25,0.36,4.5,3.2,0.04,0.1,10.4,75.38,0.38,Sandy Clay Loam,6.1,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,64.73483497318993
252,252,20.0,53.0,73.0,60.0,8.0,32.0,0.25,0.28,4.5,3.2,0.06,0.1,11.4,68.95,0.53,Sandy Clay Loam,6.5,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,64.73483497318993
252,252,24.0,10.0,34.0,60.0,7.0,33.0,0.5,0.62,4.7,3.0,0.02,0.2,9.8,80.82,0.2,Sandy Clay Loam,6.5,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,64.73483497318993
252,252,36.0,73.0,109.0,62.0,9.0,29.0,0.25,0.28,4.5,2.5,0.04,0.1,8.0,89.25,0.5,Clay,6.9,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,64.73483497318993
274,274,10.0,0.0,10.0,60.6,12.8,26.6,0.22,2.45,7.8,2.8,0.58,0.46,16.2,71.85,3.58,Sandy Clay Loam,5.75,274,Haplustepts,Dystric Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/3, 5/4,5/6",Sandy Clay Loam,10-70,,Ap-A2-Bw1-Bw2-Bw3,100-150(123),274,Harihalli,9287085.86862,1098256773.08,174.0889299221255
274,274,19.0,30.0,49.0,62.0,10.0,28.0,0.05,0.68,3.2,0.2,0.36,0.1,6.2,62.26,5.81,Sandy Clay Loam,4.89,274,Haplustepts,Dystric Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/3, 5/4,5/6",Sandy Clay Loam,10-70,,Ap-A2-Bw1-Bw2-Bw3,100-150(123),274,Harihalli,9287085.86862,1098256773.08,174.0889299221255
274,274,20.0,10.0,30.0,60.8,12.8,26.4,0.07,0.83,4.7,0.9,0.46,0.24,9.4,67.02,4.89,Sandy Clay Loam,6.21,274,Haplustepts,Dystric Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/3, 5/4,5/6",Sandy Clay Loam,10-70,,Ap-A2-Bw1-Bw2-Bw3,100-150(123),274,Harihalli,9287085.86862,1098256773.08,174.0889299221255
274,274,20.0,49.0,69.0,59.6,12.4,28.0,0.05,0.44,3.0,0.4,0.36,0.08,6.8,56.47,5.29,Sandy Clay Loam,4.62,274,Haplustepts,Dystric Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/3, 5/4,5/6",Sandy Clay Loam,10-70,,Ap-A2-Bw1-Bw2-Bw3,100-150(123),274,Harihalli,9287085.86862,1098256773.08,174.0889299221255
274,274,54.0,69.0,123.0,57.2,13.2,29.6,0.02,0.32,3.5,0.1,0.36,0.08,6.6,61.21,5.45,Sandy Clay Loam,4.97,274,Haplustepts,Dystric Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/3, 5/4,5/6",Sandy Clay Loam,10-70,,Ap-A2-Bw1-Bw2-Bw3,100-150(123),274,Harihalli,9287085.86862,1098256773.08,174.0889299221255
28,28,14.0,0.0,14.0,65.0,16.0,19.0,0.5,1.77,7.0,2.0,0.02,0.44,11.0,86.0,0.18,Sandy Loam,5.7,28,Paleustults,Typic Paleustalfs,Fine Loamy,Kaolinitic,Isohyperthermic,Ultisols,Ustults,"5YR3/2, 3/3, 4/6",Sandy Loam,10-45,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(138),28,Anugatta,1068143.40071,264389687.445,5.916036447031417
28,28,21.0,14.0,35.0,62.0,12.0,26.0,0.25,0.66,3.7,2.0,0.04,0.42,9.6,64.17,0.42,Sandy Clay Loam,5.4,28,Paleustults,Typic Paleustalfs,Fine Loamy,Kaolinitic,Isohyperthermic,Ultisols,Ustults,"5YR3/2, 3/3, 4/6",Sandy Loam,10-45,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(138),28,Anugatta,1068143.40071,264389687.445,5.916036447031417
28,28,24.0,35.0,59.0,59.0,13.0,28.0,0.25,0.16,3.2,3.0,0.04,0.43,11.3,59.03,0.35,Sandy Clay Loam,4.9,28,Paleustults,Typic Paleustalfs,Fine Loamy,Kaolinitic,Isohyperthermic,Ultisols,Ustults,"5YR3/2, 3/3, 4/6",Sandy Loam,10-45,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(138),28,Anugatta,1068143.40071,264389687.445,5.916036447031417
28,28,25.0,59.0,84.0,54.0,11.0,35.0,0.25,0.26,3.5,1.5,0.08,0.33,10.4,52.02,0.77,Sandy Clay Loam,5.4,28,Paleustults,Typic Paleustalfs,Fine Loamy,Kaolinitic,Isohyperthermic,Ultisols,Ustults,"5YR3/2, 3/3, 4/6",Sandy Loam,10-45,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(138),28,Anugatta,1068143.40071,264389687.445,5.916036447031417
28,28,54.0,84.0,138.0,57.0,9.0,34.0,0.25,0.18,3.5,1.5,0.04,0.39,10.1,53.76,0.4,Sandy Clay Loam,5.4,28,Paleustults,Typic Paleustalfs,Fine Loamy,Kaolinitic,Isohyperthermic,Ultisols,Ustults,"5YR3/2, 3/3, 4/6",Sandy Loam,10-45,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(138),28,Anugatta,1068143.40071,264389687.445,5.916036447031417
373,373,15.0,0.0,15.0,61.4,14.2,22.5,0.09,2.57,15.6,0.2,0.5,3.3,20.0,98.0,1.0,Sandy Clay Loam,6.6,373,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/2,3/3, 3/4,10YR2/2,7.5YR3/3",Sandy Clay Loam,10-35,,A01-A0g-Bt,100-150(116),373,Kalkere,1839027.17829,663160597.685,232.34465776082473
373,373,15.0,15.0,30.0,59.4,11.5,28.9,0.07,1.51,11.0,0.2,0.4,3.4,15.0,100.0,1.33,Sandy Clay Loam,6.3,373,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/2,3/3, 3/4,10YR2/2,7.5YR3/3",Sandy Clay Loam,10-35,,A01-A0g-Bt,100-150(116),373,Kalkere,1839027.17829,663160597.685,232.34465776082473
373,373,16.0,60.0,76.0,59.3,11.2,29.6,0.06,0.45,6.7,0.3,0.3,4.5,12.1,97.52,2.48,Sandy Clay Loam,6.2,373,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/2,3/3, 3/4,10YR2/2,7.5YR3/3",Sandy Clay Loam,10-35,,A01-A0g-Bt,100-150(116),373,Kalkere,1839027.17829,663160597.685,232.34465776082473
373,373,30.0,30.0,60.0,58.8,9.7,31.5,0.06,0.92,9.4,0.1,0.4,4.1,13.8,101.45,0.72,Sandy Clay Loam,6.3,373,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/2,3/3, 3/4,10YR2/2,7.5YR3/3",Sandy Clay Loam,10-35,,A01-A0g-Bt,100-150(116),373,Kalkere,1839027.17829,663160597.685,232.34465776082473
373,373,40.0,76.0,116.0,50.6,16.1,33.4,0.06,0.36,7.5,0.3,0.2,4.9,13.0,99.23,2.31,Sandy Clay Loam,6.1,373,Argiustolls,Pachic Argiustolls,Fine Loamy,Mixed,Isohyperthermic,Mollisols,Ustolls,"5YR3/2,3/3, 3/4,10YR2/2,7.5YR3/3",Sandy Clay Loam,10-35,,A01-A0g-Bt,100-150(116),373,Kalkere,1839027.17829,663160597.685,232.34465776082473
440,440,7.0,22.0,29.0,88.73,5.5,13.75,1.6,0.28,3.0,0.8,0.36,0.11,5.0,85.4,2.2,Sandy Loam,6.57,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,140.62221006611915
440,440,7.0,37.0,44.0,52.17,8.75,39.0,0.32,0.44,10.6,10.8,0.1,0.8,29.7,75.08,2.69,Sandy Clay,7.57,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,140.62221006611915
440,440,8.0,29.0,37.0,71.42,4.0,24.5,2.69,0.28,15.8,5.2,0.27,0.89,27.1,81.77,3.28,Sandy Clay Loam,7.08,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,140.62221006611915
