SoilCode,SoilCode_1,Horizon_Th,Min_Depth_,Max_Depth_,Sand_Perce,Silt_Perce,Clay_Perce,EC_dcpermi,Organic_Ca,Excha_Calc,Excha_Magn,Excha_Sodi,Excha_Pota,Cation_Exc,Base_Satur,Excha_So_1,Texture,pH,SoilCode_2,Groups,Sub_Groups,Family_Tex,Family_Min,Family_Tem,Orders,Sub_Orders,Sub_Soil_C,Surface_Te,Sub_Soil_G,Effervesce,Horizon,Soil_Depth,SoilCode_3,Soil_Serie,Shape_Leng,Shape_Area,area_km2
440,440,11.0,0.0,11.0,77.91,3.0,8.25,0.19,0.36,6.5,2.3,0.26,0.21,10.6,87.45,1.98,Loamy Sand,6.62,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,140.62221006611915
440,440,11.0,11.0,22.0,81.42,7.0,11.5,0.19,0.4,6.6,1.8,0.07,0.12,10.6,81.04,1.13,Loamy Sand,6.15,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,140.62221006611915
460,460,12.0,13.0,25.0,46.41,15.5,37.5,0.05,1.17,5.6,3.5,0.36,0.12,13.28,72.14,2.71,Sandy Clay,5.31,460,Haplustepts,Typic Haplustepts,Clayey Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/6,2.5YR3/6",Sandy Clay,35- 60,,A-Bw-Bc-Cr,75- 100 (96),460,Kumsi,1257167.60817,353386926.587,32.033791324368885
460,460,13.0,0.0,13.0,47.04,15.75,36.5,0.07,1.32,4.68,3.5,0.33,0.12,14.02,61.55,2.35,Sandy Clay,5.91,460,Haplustepts,Typic Haplustepts,Clayey Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/6,2.5YR3/6",Sandy Clay,35- 60,,A-Bw-Bc-Cr,75- 100 (96),460,Kumsi,1257167.60817,353386926.587,32.033791324368885
460,460,15.0,25.0,40.0,46.5,15.75,36.75,0.05,0.9,3.96,3.5,0.33,0.12,12.43,63.64,2.65,Sandy Clay,5.61,460,Haplustepts,Typic Haplustepts,Clayey Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/6,2.5YR3/6",Sandy Clay,35- 60,,A-Bw-Bc-Cr,75- 100 (96),460,Kumsi,1257167.60817,353386926.587,32.033791324368885
460,460,19.0,40.0,59.0,50.27,9.5,39.25,0.04,0.51,4.68,3.96,0.36,0.14,13.45,67.96,2.68,Sandy Clay,5.56,460,Haplustepts,Typic Haplustepts,Clayey Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/6,2.5YR3/6",Sandy Clay,35- 60,,A-Bw-Bc-Cr,75- 100 (96),460,Kumsi,1257167.60817,353386926.587,32.033791324368885
460,460,37.0,59.0,96.0,40.31,9.25,49.5,0.05,0.21,5.76,1.44,0.34,0.13,12.96,59.18,2.62,Clay,6.46,460,Haplustepts,Typic Haplustepts,Clayey Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/6,2.5YR3/6",Sandy Clay,35- 60,,A-Bw-Bc-Cr,75- 100 (96),460,Kumsi,1257167.60817,353386926.587,32.033791324368885
691,691,11.0,0.0,11.0,46.0,27.8,26.2,0.02,0.96,4.5,0.4,0.12,0.66,11.0,51.64,6.0,Sandy Clay Loam,6.4,691,Paleustalfs,Kandic Paleustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,7.5YR5/6,Sandy Clay Loam,20-30,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(125),691,Taltamane,664512.426475,141742149.405,6.455938219796491
691,691,15.0,69.0,84.0,40.0,16.0,44.0,0.01,0.38,3.1,1.7,0.04,0.5,9.8,54.49,5.1,Clay,5.2,691,Paleustalfs,Kandic Paleustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,7.5YR5/6,Sandy Clay Loam,20-30,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(125),691,Taltamane,664512.426475,141742149.405,6.455938219796491
691,691,29.0,11.0,40.0,34.0,30.6,35.4,0.01,0.64,4.5,0.8,0.06,0.62,11.6,51.55,5.34,Clay Loam,5.6,691,Paleustalfs,Kandic Paleustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,7.5YR5/6,Sandy Clay Loam,20-30,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(125),691,Taltamane,664512.426475,141742149.405,6.455938219796491
691,691,29.0,40.0,69.0,38.8,19.4,41.8,0.01,0.46,4.5,1.5,0.04,0.72,10.8,62.59,6.67,Clay,5.4,691,Paleustalfs,Kandic Paleustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,7.5YR5/6,Sandy Clay Loam,20-30,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(125),691,Taltamane,664512.426475,141742149.405,6.455938219796491
691,691,41.0,84.0,125.0,33.6,17.4,49.0,0.01,0.2,3.5,0.3,0.04,0.58,9.0,49.11,6.44,Clay,5.9,691,Paleustalfs,Kandic Paleustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,7.5YR5/6,Sandy Clay Loam,20-30,,Ap-Bt1-Bt2-Bt3-Bt4,100-150(125),691,Taltamane,664512.426475,141742149.405,6.455938219796491
600,600,8.0,59.0,67.0,44.0,10.25,45.75,0.19,0.39,18.0,5.5,0.39,0.3,27.2,88.93,1.43,Clay,7.6,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
600,600,15.0,0.0,15.0,57.44,3.25,38.25,0.22,0.57,7.0,5.75,0.2,0.1,17.66,73.9,1.13,Sandy Clay,7.12,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
600,600,20.0,39.0,59.0,47.5,15.25,37.25,0.22,0.45,15.75,4.5,0.53,0.44,24.96,85.02,1.29,Sandy Clay,7.8,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
600,600,24.0,15.0,39.0,52.56,6.15,40.8,0.21,0.54,13.25,6.0,0.35,0.25,24.32,81.62,1.44,Sandy Clay,7.5,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
600,600,29.0,113.0,142.0,55.07,14.5,28.0,0.14,0.24,15.0,5.75,0.37,0.2,23.68,90.03,1.56,Sandy Clay Loam,7.12,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
600,600,46.0,67.0,113.0,55.5,6.75,39.75,0.15,0.3,19.75,7.25,0.36,0.28,28.5,96.98,1.26,Sandy Clay,7.5,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,192.80569658976904
177,177,20.0,90.0,110.0,53.8,16.2,30.0,0.01,0.61,5.6,1.6,0.18,0.04,12.2,60.82,1.48,Sandy Clay Loam,5.33,177,Argiustolls,Typic Argiustolls,Loamy Skeletal,Mixed,Isohyperthermic,Mollisols,Ustolls,"2.5YR3/3, 3/4  3/6",Sandy Loam,35-60,,A-A2-Bt1-Bt2-Bt3,100-150(110),177,Chudamani,216502.026734,79657973.9118,23.04173773222179
177,177,21.0,69.0,90.0,55.6,15.8,28.6,0.01,0.8,5.4,2.2,0.24,0.04,12.2,64.59,1.97,Sandy Clay Loam,5.35,177,Argiustolls,Typic Argiustolls,Loamy Skeletal,Mixed,Isohyperthermic,Mollisols,Ustolls,"2.5YR3/3, 3/4  3/6",Sandy Loam,35-60,,A-A2-Bt1-Bt2-Bt3,100-150(110),177,Chudamani,216502.026734,79657973.9118,23.04173773222179
177,177,33.0,36.0,69.0,64.8,8.4,26.8,0.02,1.2,5.4,2.6,0.3,0.08,13.2,63.48,2.27,Sandy Clay Loam,5.54,177,Argiustolls,Typic Argiustolls,Loamy Skeletal,Mixed,Isohyperthermic,Mollisols,Ustolls,"2.5YR3/3, 3/4  3/6",Sandy Loam,35-60,,A-A2-Bt1-Bt2-Bt3,100-150(110),177,Chudamani,216502.026734,79657973.9118,23.04173773222179
177,177,36.0,0.0,36.0,65.6,15.8,18.6,0.02,2.1,5.4,2.6,0.3,0.08,33.0,63.48,2.27,Sandy Loam,5.54,177,Argiustolls,Typic Argiustolls,Loamy Skeletal,Mixed,Isohyperthermic,Mollisols,Ustolls,"2.5YR3/3, 3/4  3/6",Sandy Loam,35-60,,A-A2-Bt1-Bt2-Bt3,100-150(110),177,Chudamani,216502.026734,79657973.9118,23.04173773222179
195,195,20.0,67.0,87.0,31.0,22.0,47.0,1.5,0.41,14.0,10.0,1.1,0.6,25.8,100.0,4.0,Clay,8.0,195,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/3,3/1",Clay,20,,Ap-Bwg-Cr,>150(150+),195,Doddamagge,1247419.23749,136002802.51,13.190606180761538
195,195,30.0,0.0,30.0,62.0,11.0,27.0,0.5,1.32,11.5,4.6,0.59,0.3,18.0,94.0,3.0,Sandy Clay Loam,6.8,195,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/3,3/1",Clay,20,,Ap-Bwg-Cr,>150(150+),195,Doddamagge,1247419.23749,136002802.51,13.190606180761538
195,195,37.0,30.0,67.0,46.0,13.0,41.0,1.5,0.53,11.0,9.5,1.21,0.3,22.6,98.0,5.0,Sandy Clay,8.0,195,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/3,3/1",Clay,20,,Ap-Bwg-Cr,>150(150+),195,Doddamagge,1247419.23749,136002802.51,13.190606180761538
195,195,63.0,87.0,150.0,39.0,27.0,34.0,1.0,1.92,11.0,12.0,1.02,0.7,24.8,100.0,4.0,Clay Loam,8.0,195,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/3,3/1",Clay,20,,Ap-Bwg-Cr,>150(150+),195,Doddamagge,1247419.23749,136002802.51,13.190606180761538
382,382,16.0,17.0,33.0,59.6,10.4,30.0,0.03,0.98,4.5,2.6,0.46,0.1,10.8,70.93,4.26,Sandy Clay Loam,5.49,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,17.715611315975316
382,382,17.0,0.0,17.0,70.0,12.4,17.6,0.06,1.22,4.9,0.66,0.4,0.1,9.0,67.33,4.44,Sandy Loam,5.18,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,17.715611315975316
382,382,32.0,68.0,100.0,45.0,18.4,35.6,0.02,0.43,6.3,2.52,0.54,0.1,12.8,73.91,4.22,Sandy Clay,5.5,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,17.715611315975316
382,382,35.0,33.0,68.0,45.4,9.6,35.0,0.02,0.56,5.4,2.4,0.46,0.1,13.0,64.31,3.54,Clay Loam,5.68,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,17.715611315975316
14,14,12.0,0.0,12.0,78.2,10.8,11.0,0.03,0.53,3.6,0.8,0.3,0.1,8.6,55.81,3.49,Loamy Sand,5.15,14,Dystrustepts,Typic Dystrupepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 5YR 4/4",Loamy Sand,35-75,,A-A2-Bw1-Bw2,100-150(115),14,Alur,700739.56776,134720858.277,0.08510703487355654
14,14,18.0,12.0,30.0,62.6,10.4,27.0,0.04,0.56,5.5,1.2,0.42,0.08,14.4,50.0,2.92,Sandy Clay Loam,5.2,14,Dystrustepts,Typic Dystrupepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 5YR 4/4",Loamy Sand,35-75,,A-A2-Bw1-Bw2,100-150(115),14,Alur,700739.56776,134720858.277,0.08510703487355654
14,14,23.0,92.0,115.0,64.2,17.6,18.2,0.03,0.26,5.9,1.5,0.32,0.08,15.0,52.0,2.13,Sandy Clay Loam,6.02,14,Dystrustepts,Typic Dystrupepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 5YR 4/4",Loamy Sand,35-75,,A-A2-Bw1-Bw2,100-150(115),14,Alur,700739.56776,134720858.277,0.08510703487355654
14,14,30.0,62.0,92.0,59.4,17.2,23.4,0.03,0.36,6.3,1.3,0.34,0.04,14.0,57.0,2.43,Sandy Clay Loam,5.9,14,Dystrustepts,Typic Dystrupepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 5YR 4/4",Loamy Sand,35-75,,A-A2-Bw1-Bw2,100-150(115),14,Alur,700739.56776,134720858.277,0.08510703487355654
14,14,32.0,30.0,62.0,57.8,20.1,22.0,0.04,0.46,5.8,1.4,0.36,0.06,14.6,52.19,2.47,Sandy Clay Loam,5.42,14,Dystrustepts,Typic Dystrupepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 5YR 4/4",Loamy Sand,35-75,,A-A2-Bw1-Bw2,100-150(115),14,Alur,700739.56776,134720858.277,0.08510703487355654
144,144,17.0,0.0,17.0,78.1,13.4,8.5,0.0,0.53,3.5,0.8,0.3,0.2,4.4,109.09,6.82,Loamy Sand,6.7,144,Rhodustalfs,Kanhaplic Rhodustalfs,Clayey Skeletal,Kaolinitic,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4,3/6",Loamy Sand,50-60,,A-Bt-C,100-150(146),144,Channasandra,2864156.96364,552427310.872,39.18712156407842
144,144,19.0,87.0,106.0,41.2,17.6,41.2,0.0,0.46,8.7,1.0,0.2,0.1,10.3,97.09,1.94,Clay,6.7,144,Rhodustalfs,Kanhaplic Rhodustalfs,Clayey Skeletal,Kaolinitic,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4,3/6",Loamy Sand,50-60,,A-Bt-C,100-150(146),144,Channasandra,2864156.96364,552427310.872,39.18712156407842
144,144,35.0,17.0,52.0,41.0,8.7,50.3,0.0,0.88,9.1,1.0,0.4,0.2,11.5,93.04,3.48,Clay,6.5,144,Rhodustalfs,Kanhaplic Rhodustalfs,Clayey Skeletal,Kaolinitic,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4,3/6",Loamy Sand,50-60,,A-Bt-C,100-150(146),144,Channasandra,2864156.96364,552427310.872,39.18712156407842
144,144,35.0,52.0,87.0,50.8,10.1,39.1,0.0,0.39,7.2,1.0,0.3,0.1,8.2,104.88,3.66,Sandy Clay,6.7,144,Rhodustalfs,Kanhaplic Rhodustalfs,Clayey Skeletal,Kaolinitic,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4,3/6",Loamy Sand,50-60,,A-Bt-C,100-150(146),144,Channasandra,2864156.96364,552427310.872,39.18712156407842
144,144,40.0,106.0,146.0,57.9,21.9,20.2,0.0,0.14,5.4,1.0,0.2,0.1,6.5,103.08,3.08,Sandy Clay,6.7,144,Rhodustalfs,Kanhaplic Rhodustalfs,Clayey Skeletal,Kaolinitic,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4,3/6",Loamy Sand,50-60,,A-Bt-C,100-150(146),144,Channasandra,2864156.96364,552427310.872,39.18712156407842
477,477,13.0,0.0,13.0,74.2,9.8,16.0,0.02,0.92,5.4,1.2,0.36,0.04,14.8,47.3,2.43,Sandy Loam,5.21,477,Humaquepts,Fluaquentic Humaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/4, 3/1",Sandy Loam,35,,A-Bwg-Cr,100-150(110),477,Madalapura,1373373.99234,282562955.332,0.0008629072140350231
477,477,14.0,13.0,27.0,58.4,13.6,28.0,0.02,1.2,8.6,2.0,0.44,0.06,24.4,45.49,1.8,Sandy Clay Loam,6.02,477,Humaquepts,Fluaquentic Humaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/4, 3/1",Sandy Loam,35,,A-Bwg-Cr,100-150(110),477,Madalapura,1373373.99234,282562955.332,0.0008629072140350231
477,477,20.0,50.0,70.0,44.4,12.0,43.6,0.02,0.44,9.4,1.8,0.5,0.12,22.4,52.77,2.23,Clay,6.28,477,Humaquepts,Fluaquentic Humaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/4, 3/1",Sandy Loam,35,,A-Bwg-Cr,100-150(110),477,Madalapura,1373373.99234,282562955.332,0.0008629072140350231
477,477,23.0,27.0,50.0,51.8,11.6,36.6,0.02,0.6,9.9,2.9,0.5,0.12,24.0,55.92,2.08,Sandy Clay Loam,6.18,477,Humaquepts,Fluaquentic Humaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/4, 3/1",Sandy Loam,35,,A-Bwg-Cr,100-150(110),477,Madalapura,1373373.99234,282562955.332,0.0008629072140350231
477,477,40.0,70.0,110.0,42.8,15.8,41.4,0.02,0.44,8.5,2.7,0.3,0.04,19.6,58.88,1.53,Clay,6.28,477,Humaquepts,Fluaquentic Humaquepts,Fine,Mixed,Isohyperthermic,Inceptisols,Aquepts,"10YR3/4, 3/1",Sandy Loam,35,,A-Bwg-Cr,100-150(110),477,Madalapura,1373373.99234,282562955.332,0.0008629072140350231
251,251,18.0,0.0,18.0,85.7,4.4,9.9,0.1,0.23,3.36,1.71,0.17,0.15,5.7,94.56,2.98,Loamy Sand,6.4,251,Haplustepts,Lithic Haplargids,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,2.5YR 3/4,3/6,7.5YR 3/4, 4/6",Loamy Sand,50,,Ap-Bw-R,25- 50(47),251,Guttapalli,2512883.58578,555877065.397,1.045796977694472
251,251,29.0,18.0,47.0,67.5,5.4,27.1,0.1,0.44,5.16,1.32,0.16,0.12,7.8,86.67,2.05,Sandy Clay Loam,5.6,251,Haplustepts,Lithic Haplargids,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,2.5YR 3/4,3/6,7.5YR 3/4, 4/6",Loamy Sand,50,,Ap-Bw-R,25- 50(47),251,Guttapalli,2512883.58578,555877065.397,1.045796977694472
490,490,15.0,0.0,15.0,55.82,16.5,26.75,0.52,0.93,20.88,7.2,0.15,0.38,30.98,92.35,0.48,Sandy Clay,6.53,490,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4,3/4",Sandy Clay Loam,30-40,,Ap-Bw,50-75(70),490,Malali,657411.500643,139836130.19,4.973613741752728
490,490,22.0,48.0,70.0,33.99,35.75,28.75,0.08,0.54,19.08,3.24,0.14,0.29,24.52,92.78,0.57,Clay Loam,6.35,490,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4,3/4",Sandy Clay Loam,30-40,,Ap-Bw,50-75(70),490,Malali,657411.500643,139836130.19,4.973613741752728
490,490,33.0,15.0,48.0,52.18,13.5,34.24,0.03,0.9,16.56,7.56,0.19,0.27,23.3,105.49,0.82,Sandy Clay,7.06,490,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4,3/4",Sandy Clay Loam,30-40,,Ap-Bw,50-75(70),490,Malali,657411.500643,139836130.19,4.973613741752728
674,674,15.0,0.0,15.0,35.3,8.6,56.1,0.04,1.1,10.0,6.6,0.9,0.5,20.1,89.55,4.48,Clay,7.6,674,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/2, 4/1",Clay,,,Ap-Bwg-C,100-150(112),674,Srinivasapur,9217998.55563,1282852056.14,34.07731329525856
674,674,19.0,15.0,34.0,29.8,12.6,57.6,0.04,0.7,10.7,7.0,1.0,1.3,21.9,91.32,4.57,Clay,7.8,674,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/2, 4/1",Clay,,,Ap-Bwg-C,100-150(112),674,Srinivasapur,9217998.55563,1282852056.14,34.07731329525856
674,674,78.0,34.0,112.0,23.8,13.6,62.6,0.04,0.2,12.5,6.4,1.8,0.9,21.4,100.93,8.41,Clay,8.0,674,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/2, 4/1",Clay,,,Ap-Bwg-C,100-150(112),674,Srinivasapur,9217998.55563,1282852056.14,34.07731329525856
127,127,16.0,0.0,16.0,53.7,5.7,40.6,0.0,0.62,10.92,4.95,1.03,0.35,16.3,105.83,6.32,Sandy Clay,6.0,127,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,4/2,3/2",Sandy Clay,,,Ap-Bwg-Cr,75-100(85),127,Budikote,1873167.8868,380366647.597,81.99905291344966
127,127,18.0,16.0,34.0,39.7,5.7,54.6,0.0,0.26,13.68,5.59,1.21,0.25,21.0,98.71,5.76,Clay,6.5,127,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,4/2,3/2",Sandy Clay,,,Ap-Bwg-Cr,75-100(85),127,Budikote,1873167.8868,380366647.597,81.99905291344966
127,127,19.0,34.0,53.0,39.5,8.4,51.4,0.0,0.15,18.18,0.5,1.21,0.35,20.5,98.73,5.9,Clay,7.3,127,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,4/2,3/2",Sandy Clay,,,Ap-Bwg-Cr,75-100(85),127,Budikote,1873167.8868,380366647.597,81.99905291344966
127,127,32.0,53.0,85.0,41.0,9.2,49.6,0.0,0.15,12.3,2.39,1.51,0.25,18.4,89.4,8.21,Clay,7.5,127,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,4/2,3/2",Sandy Clay,,,Ap-Bwg-Cr,75-100(85),127,Budikote,1873167.8868,380366647.597,81.99905291344966
143,143,20.0,0.0,20.0,77.0,6.0,17.0,0.18,1.4,7.0,4.5,0.41,1.0,15.4,84.0,2.66,Sandy Loam,5.8,143,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 2.5YR 4/6",Sandy Loam,,,Ap-Bw-Cr,>150(160),143,Channarayapatna,638559.494238,105420016.736,35.569687105638515
143,143,20.0,20.0,40.0,75.0,1.0,24.0,0.18,0.4,6.0,4.0,0.3,0.6,13.4,81.0,2.24,Sandy Clay Loam,5.7,143,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 2.5YR 4/6",Sandy Loam,,,Ap-Bw-Cr,>150(160),143,Channarayapatna,638559.494238,105420016.736,35.569687105638515
143,143,60.0,40.0,100.0,66.0,7.0,27.0,0.15,0.4,8.5,4.5,0.3,0.4,16.8,81.0,1.79,Sandy Clay Loam,5.6,143,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 2.5YR 4/6",Sandy Loam,,,Ap-Bw-Cr,>150(160),143,Channarayapatna,638559.494238,105420016.736,35.569687105638515
143,143,60.0,100.0,160.0,61.0,2.0,37.0,0.15,0.2,8.0,6.0,0.52,0.2,16.8,87.0,3.1,Sandy Clay,6.7,143,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 2.5YR 4/6",Sandy Loam,,,Ap-Bw-Cr,>150(160),143,Channarayapatna,638559.494238,105420016.736,35.569687105638515
353,353,22.0,58.0,80.0,64.73,8.75,26.0,0.18,0.45,10.44,7.56,0.17,0.19,19.36,94.83,0.88,Sandy Clay Loam,6.59,353,Haplustepts,Typic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4,4/3,3/4,7.5YR4/6",Sandy Loam,30,,Ap-Bw-Cr,100-150(120),353,Kabini,3279673.20277,500906748.194,63.62072818966063
353,353,23.0,0.0,23.0,79.19,4.25,15.5,0.31,0.48,6.4,6.84,0.18,0.47,16.06,86.49,1.12,Sandy Loam,6.7,353,Haplustepts,Typic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4,4/3,3/4,7.5YR4/6",Sandy Loam,30,,Ap-Bw-Cr,100-150(120),353,Kabini,3279673.20277,500906748.194,63.62072818966063
353,353,35.0,23.0,58.0,67.48,4.5,28.0,0.18,0.45,8.64,7.92,0.17,0.26,19.8,85.81,0.86,Sandy Clay Loam,6.63,353,Haplustepts,Typic Haplustepts,Coarse Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4,4/3,3/4,7.5YR4/6",Sandy Loam,30,,Ap-Bw-Cr,100-150(120),353,Kabini,3279673.20277,500906748.194,63.62072818966063
