SoilCode,SoilCode_1,Horizon_Th,Min_Depth_,Max_Depth_,Sand_Perce,Silt_Perce,Clay_Perce,EC_dcpermi,Organic_Ca,Excha_Calc,Excha_Magn,Excha_Sodi,Excha_Pota,Cation_Exc,Base_Satur,Excha_So_1,Texture,pH,SoilCode_2,Groups,Sub_Groups,Family_Tex,Family_Min,Family_Tem,Orders,Sub_Orders,Sub_Soil_C,Surface_Te,Sub_Soil_G,Effervesce,Horizon,Soil_Depth,SoilCode_3,Soil_Serie,Shape_Leng,Shape_Area,area_km2
54,54,26.0,11.0,37.0,59.25,6.25,34.25,0.15,0.4,22.02,6.34,0.47,0.41,33.6,94.88,0.0,Sandy Clay Loam,6.0,54,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR4/4, 4/6, 2.5YR 3/4, 3/6, 4/6, 7.5YR 5/6, 4/4",Sandy Loam,,,Ap-Bt-Crk,50-75(67),54,Ballasamudra,4100853.43563,787997919.306,444.50802813645606
54,54,30.0,37.0,67.0,38.33,11.25,50.25,0.06,0.24,17.23,5.64,0.47,0.41,26.7,96.92,0.0,Clay,6.4,54,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR4/4, 4/6, 2.5YR 3/4, 3/6, 4/6, 7.5YR 5/6, 4/4",Sandy Loam,,,Ap-Bt-Crk,50-75(67),54,Ballasamudra,4100853.43563,787997919.306,444.50802813645606
375,375,9.0,0.0,9.0,63.75,10.5,25.75,0.13,0.88,14.6,6.0,1.08,0.17,19.2,113.8,5.63,Sandy Clay Loam,6.4,375,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,3/2",Sandy Clay Loam,70,,Ap-Bw,100-150(100),375,Kalkunte,815998.613189,161370483.572,37.332136839473954
375,375,21.0,9.0,30.0,65.5,6.0,28.5,0.11,0.59,16.0,7.0,1.13,0.12,38.4,63.15,2.94,Sandy Clay Loam,6.5,375,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,3/2",Sandy Clay Loam,70,,Ap-Bw,100-150(100),375,Kalkunte,815998.613189,161370483.572,37.332136839473954
375,375,30.0,70.0,100.0,61.25,9.25,29.5,0.2,0.73,23.6,12.8,1.91,0.12,28.5,134.84,6.7,Sandy Clay Loam,7.3,375,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,3/2",Sandy Clay Loam,70,,Ap-Bw,100-150(100),375,Kalkunte,815998.613189,161370483.572,37.332136839473954
375,375,40.0,30.0,70.0,61.75,9.75,28.5,0.19,0.43,21.4,14.0,1.19,0.1,40.2,91.27,2.96,Sandy Clay Loam,7.9,375,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4,3/2",Sandy Clay Loam,70,,Ap-Bw,100-150(100),375,Kalkunte,815998.613189,161370483.572,37.332136839473954
312,312,8.0,35.0,43.0,85.0,5.75,9.0,0.52,0.6,15.4,4.0,0.19,0.65,19.14,105.75,3.4,Loamy Sand,7.24,312,Ustifluvents,Typic Ustifluvents,Clayey Over Sandy,Mixed,Isohyperthermic,Entisols,Orthents,"10YR3/3, 3/2, 4/3, 5/6, 4/4",Sandy Clay Loam,5-10,Slight-Violent,Ap-2A-3C,100-150(100),312,Hullikere,439716.46817,54943205.0946,35.648670636027155
312,312,10.0,0.0,10.0,61.0,9.0,29.25,0.44,0.75,12.8,9.2,0.44,0.86,29.37,79.33,2.93,Sandy Clay Loam,6.8,312,Ustifluvents,Typic Ustifluvents,Clayey Over Sandy,Mixed,Isohyperthermic,Entisols,Orthents,"10YR3/3, 3/2, 4/3, 5/6, 4/4",Sandy Clay Loam,5-10,Slight-Violent,Ap-2A-3C,100-150(100),312,Hullikere,439716.46817,54943205.0946,35.648670636027155
312,312,10.0,10.0,20.0,61.0,12.25,26.5,0.59,0.8,19.8,6.3,0.68,0.86,28.23,97.91,3.05,Sandy Clay Loam,6.72,312,Ustifluvents,Typic Ustifluvents,Clayey Over Sandy,Mixed,Isohyperthermic,Entisols,Orthents,"10YR3/3, 3/2, 4/3, 5/6, 4/4",Sandy Clay Loam,5-10,Slight-Violent,Ap-2A-3C,100-150(100),312,Hullikere,439716.46817,54943205.0946,35.648670636027155
312,312,15.0,20.0,35.0,65.0,10.0,25.5,0.54,0.6,7.9,3.4,0.32,1.08,13.53,93.87,7.98,Sandy Clay Loam,7.19,312,Ustifluvents,Typic Ustifluvents,Clayey Over Sandy,Mixed,Isohyperthermic,Entisols,Orthents,"10YR3/3, 3/2, 4/3, 5/6, 4/4",Sandy Clay Loam,5-10,Slight-Violent,Ap-2A-3C,100-150(100),312,Hullikere,439716.46817,54943205.0946,35.648670636027155
312,312,57.0,43.0,100.0,83.0,6.0,10.25,0.3,0.4,6.6,3.6,0.31,0.7,11.22,99.91,6.24,Loamy Sand,7.24,312,Ustifluvents,Typic Ustifluvents,Clayey Over Sandy,Mixed,Isohyperthermic,Entisols,Orthents,"10YR3/3, 3/2, 4/3, 5/6, 4/4",Sandy Clay Loam,5-10,Slight-Violent,Ap-2A-3C,100-150(100),312,Hullikere,439716.46817,54943205.0946,35.648670636027155
634,634,10.0,0.0,10.0,65.7,16.3,18.0,1.74,0.42,7.0,4.0,0.76,0.1,13.6,87.21,5.59,Sandy Loam,7.0,634,Ustorthents,Lithic Ustorthents,Loamy,Mixed,Isohyperthermic,Entisols,Orthents,"5YR,7.5YR 3/4",Sandy Loam,20-30,,A-R,10-25(10),634,Sankihalli,5159960.87673,930040978.56,89.04072934616207
