SoilCode,SoilCode_1,Horizon_Th,Min_Depth_,Max_Depth_,Sand_Perce,Silt_Perce,Clay_Perce,EC_dcpermi,Organic_Ca,Excha_Calc,Excha_Magn,Excha_Sodi,Excha_Pota,Cation_Exc,Base_Satur,Excha_So_1,Texture,pH,SoilCode_2,Groups,Sub_Groups,Family_Tex,Family_Min,Family_Tem,Orders,Sub_Orders,Sub_Soil_C,Surface_Te,Sub_Soil_G,Effervesce,Horizon,Soil_Depth,SoilCode_3,Soil_Serie,Shape_Leng,Shape_Area,area_km2
525,525,18.0,0.0,18.0,0.0,3.25,10.0,0.23,0.3,10.0,3.25,0.2,0.21,18.15,75.26,1.16,Loamy Sand,6.15,525,Paleustalfs,Rhodic Paleustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Loamy Sand,10-60,,A-Bt-cr,75-100(90),525,Modur,2556548.32992,630522658.652,41.39278926935957
525,525,30.0,30.0,60.0,49.64,6.75,43.0,0.17,0.23,9.25,4.75,0.2,0.2,17.49,82.33,1.14,Sandy Clay,5.92,525,Paleustalfs,Rhodic Paleustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Loamy Sand,10-60,,A-Bt-cr,75-100(90),525,Modur,2556548.32992,630522658.652,41.39278926935957
525,525,30.0,60.0,90.0,51.07,8.75,48.5,0.15,0.35,8.3,2.0,0.2,0.39,15.18,71.74,2.57,Sandy Clay,6.09,525,Paleustalfs,Rhodic Paleustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"2.5YR3/4, 3/6",Loamy Sand,10-60,,A-Bt-cr,75-100(90),525,Modur,2556548.32992,630522658.652,41.39278926935957
572,572,14.0,16.0,30.0,23.08,16.25,58.0,0.12,0.44,26.88,8.9,0.31,0.25,35.66,101.91,0.87,Clay,8.55,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,0.024094655177668588
572,572,16.0,0.0,16.0,40.59,12.0,46.5,0.38,0.57,21.6,3.96,0.29,0.12,22.95,113.16,1.26,Clay,8.13,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,0.024094655177668588
572,572,24.0,66.0,90.0,43.5,10.5,44.75,0.72,0.31,20.4,6.48,1.12,0.28,27.0,104.74,4.15,Clay,9.43,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,0.024094655177668588
572,572,36.0,30.0,66.0,46.22,9.0,44.5,0.63,0.37,26.28,4.76,1.25,0.54,25.65,127.99,4.87,Clay,9.64,572,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR3/1,5/4,5/6,4/2,4/3,3/2",Clay,,Slight,A-A2-Bwg1-Bwg2,75-100(90),572,Nelsoge,4920618.94447,701930003.068,0.024094655177668588
603,603,23.0,0.0,23.0,73.37,8.7,17.0,0.1,0.72,19.25,6.25,0.31,0.33,32.64,80.09,1.01,Sandy Loam,6.52,603,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR3/6,5YR3/4",Sandy Loam,20-80,,Ap-A2-2Bt,100-150(120),603,Ramapuram,1628165.79742,351381680.744,0.07930933386204371
603,603,26.0,23.0,49.0,59.42,16.5,30.0,0.08,0.69,17.0,3.5,0.35,0.38,24.0,88.46,1.58,Sandy Clay Loam,6.51,603,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR3/6,5YR3/4",Sandy Loam,20-80,,Ap-A2-2Bt,100-150(120),603,Ramapuram,1628165.79742,351381680.744,0.07930933386204371
603,603,30.0,49.0,79.0,46.08,14.75,38.25,0.07,0.57,12.25,2.5,0.22,0.33,15.56,98.33,2.12,Sandy Clay,6.5,603,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR3/6,5YR3/4",Sandy Loam,20-80,,Ap-A2-2Bt,100-150(120),603,Ramapuram,1628165.79742,351381680.744,0.07930933386204371
603,603,41.0,79.0,120.0,41.89,9.5,47.75,0.07,0.39,15.25,3.25,0.19,0.3,21.76,87.27,1.38,Clay,6.92,603,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR3/6,5YR3/4",Sandy Loam,20-80,,Ap-A2-2Bt,100-150(120),603,Ramapuram,1628165.79742,351381680.744,0.07930933386204371
659,659,18.0,50.0,68.0,15.0,10.0,25.0,0.13,0.03,8.3,5.5,1.4,0.1,19.0,80.53,7.37,Sandy Clay Loam,8.3,659,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 5.7YR 4/6",Sandy Clay Loam,,,A-Bw-Cr,100-150(105),659,Sigulahalli,8122918.25671,1359924104.09,82.44403976279368
659,659,20.0,0.0,20.0,59.0,13.0,28.0,0.09,0.28,14.5,5.5,1.5,0.3,23.0,94.78,6.52,Sandy Clay Loam,8.5,659,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 5.7YR 4/6",Sandy Clay Loam,,,A-Bw-Cr,100-150(105),659,Sigulahalli,8122918.25671,1359924104.09,82.44403976279368
659,659,30.0,20.0,50.0,67.0,11.0,22.0,0.06,0.12,8.3,5.7,1.2,0.1,18.0,85.0,6.67,Sandy Clay Loam,8.6,659,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 5.7YR 4/6",Sandy Clay Loam,,,A-Bw-Cr,100-150(105),659,Sigulahalli,8122918.25671,1359924104.09,82.44403976279368
659,659,37.0,68.0,105.0,38.0,17.0,45.0,0.12,0.03,14.8,8.7,1.7,0.1,30.0,84.33,5.67,Clay,8.4,659,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR4/4, 4/6, 5/6, 5/4,3/4, 3/3, 5.7YR 4/6",Sandy Clay Loam,,,A-Bw-Cr,100-150(105),659,Sigulahalli,8122918.25671,1359924104.09,82.44403976279368
91,91,14.0,0.0,14.0,65.5,9.0,25.5,0.24,1.2,15.2,5.5,0.13,0.42,26.3,80.8,1.6,Sandy Clay Loam,6.48,91,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR2.5/3, 3/3",Sandy Clay Loam,,Slight,Ap-Bw,>150(155),91,Bennane,1971237.47827,186150233.468,2.183630515887089
91,91,25.0,80.0,105.0,64.22,4.0,21.25,0.41,0.1,12.5,6.9,0.13,0.32,25.4,78.15,1.02,Sandy Clay Loam,7.05,91,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR2.5/3, 3/3",Sandy Clay Loam,,Slight,Ap-Bw,>150(155),91,Bennane,1971237.47827,186150233.468,2.183630515887089
91,91,32.0,48.0,80.0,59.5,10.25,30.25,0.28,0.12,15.0,9.1,0.06,0.13,29.0,83.76,0.45,Sandy Clay Loam,6.62,91,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR2.5/3, 3/3",Sandy Clay Loam,,Slight,Ap-Bw,>150(155),91,Bennane,1971237.47827,186150233.468,2.183630515887089
91,91,34.0,14.0,48.0,67.25,7.0,25.75,0.24,0.8,12.2,4.1,0.07,0.32,18.8,88.78,1.7,Sandy Clay Loam,6.62,91,Haplustepts,Typic Haplustepts,Fine Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR2.5/3, 3/3",Sandy Clay Loam,,Slight,Ap-Bw,>150(155),91,Bennane,1971237.47827,186150233.468,2.183630515887089
252,252,10.0,0.0,10.0,78.0,4.0,18.0,0.5,0.65,2.5,2.2,0.02,0.6,6.2,85.81,0.32,Sandy Loam,5.4,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,297.8871428242626
252,252,19.0,34.0,53.0,61.0,6.0,33.0,0.25,0.36,4.5,3.2,0.04,0.1,10.4,75.38,0.38,Sandy Clay Loam,6.1,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,297.8871428242626
252,252,20.0,53.0,73.0,60.0,8.0,32.0,0.25,0.28,4.5,3.2,0.06,0.1,11.4,68.95,0.53,Sandy Clay Loam,6.5,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,297.8871428242626
252,252,24.0,10.0,34.0,60.0,7.0,33.0,0.5,0.62,4.7,3.0,0.02,0.2,9.8,80.82,0.2,Sandy Clay Loam,6.5,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,297.8871428242626
252,252,36.0,73.0,109.0,62.0,9.0,29.0,0.25,0.28,4.5,2.5,0.04,0.1,8.0,89.25,0.5,Clay,6.9,252,Haplustalfs,Typic Haplustalfs,Fine Loamy,Mixed,Isohyperthermic,Alfisols,Ustalfs,"5YR3/4, 4/4, 4/6, 2.5YR 4/6,  7.5YR 4/6, 4/4",Sandy Loam,25,,A-Bt-C,100-150(109),252,Hagare,3256920.58088,634450396.669,297.8871428242626
440,440,7.0,22.0,29.0,88.73,5.5,13.75,1.6,0.28,3.0,0.8,0.36,0.11,5.0,85.4,2.2,Sandy Loam,6.57,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,363.0908644858676
440,440,7.0,37.0,44.0,52.17,8.75,39.0,0.32,0.44,10.6,10.8,0.1,0.8,29.7,75.08,2.69,Sandy Clay,7.57,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,363.0908644858676
440,440,8.0,29.0,37.0,71.42,4.0,24.5,2.69,0.28,15.8,5.2,0.27,0.89,27.1,81.77,3.28,Sandy Clay Loam,7.08,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,363.0908644858676
440,440,11.0,0.0,11.0,77.91,3.0,8.25,0.19,0.36,6.5,2.3,0.26,0.21,10.6,87.45,1.98,Loamy Sand,6.62,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,363.0908644858676
440,440,11.0,11.0,22.0,81.42,7.0,11.5,0.19,0.4,6.6,1.8,0.07,0.12,10.6,81.04,1.13,Loamy Sand,6.15,440,Haplustepts,Typic Haplustepts,Loamy,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/4, 5/6, 5YR 4/4, 4/6",Loamy Sand,25-30,,Ap-Bw-Cr,25-50(44),440,Koppa,3143348.0816,705722410.908,363.0908644858676
670,670,10.0,0.0,10.0,57.16,8.25,34.0,0.16,0.72,16.5,3.0,0.33,0.35,20.48,98.54,1.71,Sandy Clay Loam,6.59,670,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/4,4/65YR3/4",Sandy Clay Loam,,,A-Bt-cr,100-150(115),670,Sivana Samudra,1977080.92958,492412226.116,0.07617200245355225
670,670,13.0,27.0,40.0,49.71,6.25,40.5,0.07,0.54,18.0,2.5,0.41,0.34,21.76,97.66,1.88,Sandy Clay,6.4,670,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/4,4/65YR3/4",Sandy Clay Loam,,,A-Bt-cr,100-150(115),670,Sivana Samudra,1977080.92958,492412226.116,0.07617200245355225
670,670,15.0,40.0,55.0,46.99,7.5,42.75,0.09,0.48,16.5,5.25,0.44,0.31,24.32,92.52,1.81,Sandy Clay,6.22,670,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/4,4/65YR3/4",Sandy Clay Loam,,,A-Bt-cr,100-150(115),670,Sivana Samudra,1977080.92958,492412226.116,0.07617200245355225
670,670,17.0,10.0,27.0,54.22,4.75,38.75,0.09,0.6,17.0,4.5,0.43,0.33,23.04,96.61,1.87,Sandy Clay,6.33,670,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/4,4/65YR3/4",Sandy Clay Loam,,,A-Bt-cr,100-150(115),670,Sivana Samudra,1977080.92958,492412226.116,0.07617200245355225
670,670,60.0,55.0,115.0,50.0,9.75,38.75,0.1,0.45,21.75,4.5,0.34,0.23,33.92,79.07,1.0,Sandy Clay Loam,6.2,670,Haplustalfs,Typic Haplustalfs,Fine,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/4,4/65YR3/4",Sandy Clay Loam,,,A-Bt-cr,100-150(115),670,Sivana Samudra,1977080.92958,492412226.116,0.07617200245355225
698,698,13.0,17.0,30.0,25.52,7.5,62.25,0.27,0.33,35.25,22.25,0.3,0.11,55.35,104.63,0.54,Clay,8.33,698,Haplusterts,Typic Haplusterts,Fine,Montmorillonitic,Isohyperthermic,Vertisols,Usterts,"10YR3/2,3/1",Clay Loam,,,A-Bss,100-150(120),698,Telanuru,1462508.41521,421864467.038,0.08228431630768232
698,698,17.0,0.0,17.0,31.44,29.5,38.75,0.25,0.36,13.75,5.75,0.23,0.25,19.84,100.71,1.16,Clay Loam,7.96,698,Haplusterts,Typic Haplusterts,Fine,Montmorillonitic,Isohyperthermic,Vertisols,Usterts,"10YR3/2,3/1",Clay Loam,,,A-Bss,100-150(120),698,Telanuru,1462508.41521,421864467.038,0.08228431630768232
698,698,28.0,92.0,120.0,17.55,9.5,71.5,0.3,0.24,27.25,5.5,0.67,0.65,34.56,98.58,1.94,Clay,8.6,698,Haplusterts,Typic Haplusterts,Fine,Montmorillonitic,Isohyperthermic,Vertisols,Usterts,"10YR3/2,3/1",Clay Loam,,,A-Bss,100-150(120),698,Telanuru,1462508.41521,421864467.038,0.08228431630768232
698,698,31.0,30.0,61.0,17.27,11.75,67.5,0.24,0.27,45.5,11.0,0.51,0.55,57.43,100.23,0.89,Clay,8.39,698,Haplusterts,Typic Haplusterts,Fine,Montmorillonitic,Isohyperthermic,Vertisols,Usterts,"10YR3/2,3/1",Clay Loam,,,A-Bss,100-150(120),698,Telanuru,1462508.41521,421864467.038,0.08228431630768232
698,698,31.0,61.0,92.0,20.35,9.5,67.0,0.23,0.21,46.75,14.25,0.33,0.69,60.35,102.77,0.55,Clay,8.31,698,Haplusterts,Typic Haplusterts,Fine,Montmorillonitic,Isohyperthermic,Vertisols,Usterts,"10YR3/2,3/1",Clay Loam,,,A-Bss,100-150(120),698,Telanuru,1462508.41521,421864467.038,0.08228431630768232
600,600,8.0,59.0,67.0,44.0,10.25,45.75,0.19,0.39,18.0,5.5,0.39,0.3,27.2,88.93,1.43,Clay,7.6,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
600,600,15.0,0.0,15.0,57.44,3.25,38.25,0.22,0.57,7.0,5.75,0.2,0.1,17.66,73.9,1.13,Sandy Clay,7.12,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
600,600,20.0,39.0,59.0,47.5,15.25,37.25,0.22,0.45,15.75,4.5,0.53,0.44,24.96,85.02,1.29,Sandy Clay,7.8,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
600,600,24.0,15.0,39.0,52.56,6.15,40.8,0.21,0.54,13.25,6.0,0.35,0.25,24.32,81.62,1.44,Sandy Clay,7.5,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
600,600,29.0,113.0,142.0,55.07,14.5,28.0,0.14,0.24,15.0,5.75,0.37,0.2,23.68,90.03,1.56,Sandy Clay Loam,7.12,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
600,600,46.0,67.0,113.0,55.5,6.75,39.75,0.15,0.3,19.75,7.25,0.36,0.28,28.5,96.98,1.26,Sandy Clay,7.5,600,Haplustalfs,Typic Haplustalfs,Clayey Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"10YR4/4,7.5YR3/4,4/4,2.5YR3/4,3/6",Sandy Clay,30-80,,Ap-Bt-Cr,100-150(142),600,Ram Samudra,1878917.77792,441300910.112,0.01756385007375927
92,92,9.0,41.0,50.0,54.24,8.25,37.0,0.67,0.29,15.8,4.2,0.15,0.62,29.0,71.62,2.14,Sandy Clay,6.19,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
92,92,12.0,0.0,12.0,70.91,6.0,22.25,0.78,1.18,18.6,5.6,0.08,0.28,26.4,93.03,1.06,Sandy Clay Loam,6.26,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
92,92,12.0,12.0,24.0,66.47,5.0,28.5,0.42,0.88,13.8,4.4,0.13,0.23,21.78,85.22,1.06,Sandy Clay Loam,6.36,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
92,92,15.0,50.0,65.0,49.27,7.25,42.25,0.93,0.22,10.8,4.2,0.21,0.51,20.79,75.61,2.45,Sandy Clay,7.48,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
92,92,17.0,24.0,41.0,51.15,5.0,40.0,0.59,0.46,25.2,9.2,0.23,0.33,37.28,93.78,0.89,Sandy Clay,6.88,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
92,92,38.0,65.0,103.0,48.55,8.5,41.25,0.58,0.44,17.4,11.2,0.32,1.61,32.67,93.45,4.93,Sandy Clay,7.82,92,Haplustepts,Aquic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"10YR5/1, 5/2, 3/3,",Sandy Clay Loam,,,Ap-Bw-Cr,100-150(103),92,Besagarahalli,2593748.35815,366266604.635,307.06114103018314
219,219,8.0,10.0,18.0,45.0,10.75,44.25,0.31,1.0,25.8,14.2,1.6,0.09,42.9,97.18,0.21,Clay,7.4,219,Ustorthents,Typic Ustorthents,Clayey,Mixed,Isohyperthermic,Entisols,Orthents,5YR 3/3,Sandy Clay,,,A-Cr,10-25(18),219,Gaudagiri,709473.836371,98441069.2683,98.44106926276281
219,219,10.0,0.0,10.0,51.0,9.0,40.0,0.32,0.5,27.0,5.0,1.45,0.01,36.96,90.53,0.03,Sandy Clay,7.41,219,Ustorthents,Typic Ustorthents,Clayey,Mixed,Isohyperthermic,Entisols,Orthents,5YR 3/3,Sandy Clay,,,A-Cr,10-25(18),219,Gaudagiri,709473.836371,98441069.2683,98.44106926276281
714,714,12.0,0.0,12.0,75.7,9.2,15.1,1.2,0.49,5.5,3.5,0.49,0.1,11.0,87.18,4.45,Sandy Loam,6.0,714,Rhodustalfs,Typic Rhodustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,2.5YR3/4,Sandy Loam,70,,Ap-Bt-cr,50-75(58),714,Ugranahalli,541146.532494,108556738.107,85.66391271603084
714,714,46.0,12.0,58.0,58.0,12.4,29.6,0.8,0.49,7.5,5.5,0.51,0.1,16.0,85.06,3.19,Sandy Clay Loam,5.3,714,Rhodustalfs,Typic Rhodustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,2.5YR3/4,Sandy Loam,70,,Ap-Bt-cr,50-75(58),714,Ugranahalli,541146.532494,108556738.107,85.66391271603084
301,301,17.0,0.0,17.0,54.0,28.0,18.0,0.3,0.33,3.3,1.2,0.0,0.2,4.6,102.0,0.0,Sandy Loam,8.1,301,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4, 2.5YR3/6",Sandy Loam,40-60,,A-Bw-Cr,75-100(83),301,Hosakere,4106151.09718,778046199.657,23.26588682477909
301,301,29.0,17.0,46.0,55.0,24.0,21.0,0.4,0.42,9.9,2.0,0.1,0.2,12.7,96.0,0.79,Sandy Clay Loam,6.9,301,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4, 2.5YR3/6",Sandy Loam,40-60,,A-Bw-Cr,75-100(83),301,Hosakere,4106151.09718,778046199.657,23.26588682477909
301,301,37.0,46.0,83.0,70.0,19.0,11.0,0.5,0.38,10.2,2.7,0.3,0.2,13.9,96.0,2.16,Sandy Loam,7.2,301,Haplustepts,Typic Haplustepts,Loamy Skeletal,Mixed,Isohyperthermic,Inceptisols,Ustepts,"5YR3/4, 2.5YR3/6",Sandy Loam,40-60,,A-Bw-Cr,75-100(83),301,Hosakere,4106151.09718,778046199.657,23.26588682477909
382,382,16.0,17.0,33.0,59.6,10.4,30.0,0.03,0.98,4.5,2.6,0.46,0.1,10.8,70.93,4.26,Sandy Clay Loam,5.49,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,24.229849561792143
382,382,17.0,0.0,17.0,70.0,12.4,17.6,0.06,1.22,4.9,0.66,0.4,0.1,9.0,67.33,4.44,Sandy Loam,5.18,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,24.229849561792143
382,382,32.0,68.0,100.0,45.0,18.4,35.6,0.02,0.43,6.3,2.52,0.54,0.1,12.8,73.91,4.22,Sandy Clay,5.5,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,24.229849561792143
382,382,35.0,33.0,68.0,45.4,9.6,35.0,0.02,0.56,5.4,2.4,0.46,0.1,13.0,64.31,3.54,Clay Loam,5.68,382,Haplustalfs,Typic Haplustalfs,Loamy Skeletal,Mixed,Isohyperthermic,Alfisols,Ustalfs,"7.5YR3/3, 5YR 3/4",Sandy Loam,10-50,,A-Bt-Cr,75-100(100),382,Kallur,5835677.71294,1103471547.9,24.229849561792143
547,547,10.0,0.0,10.0,63.0,9.75,25.5,0.46,1.1,10.4,3.2,1.25,0.25,17.82,84.74,1.4,Sandy Clay Loam,7.26,547,Haplustepts,Typic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 10YR 5/6, 4/3, 6/3, 3/4",Sandy Clay Loam,10-30,,A-Bw1-Bw2,100-150(105),547,Nadaboganahalli,1193378.22909,202703358.273,2.298431549334816
547,547,18.0,10.0,28.0,66.0,3.25,29.5,0.27,0.5,11.4,3.4,0.17,0.2,12.87,117.87,1.55,Sandy Clay Loam,7.12,547,Haplustepts,Typic Haplustepts,Fine,Mixed,Isohyperthermic,Inceptisols,Ustepts,"7.5YR4/6, 10YR 5/6, 4/3, 6/3, 3/4",Sandy Clay Loam,10-30,,A-Bw1-Bw2,100-150(105),547,Nadaboganahalli,1193378.22909,202703358.273,2.298431549334816
